ticker,timestamp,open,high,low,close,volume
TSLA,2025-03-31 04:29:00,252.8100,253.0000,252.7700,252.7700,2044
AMZN,2025-03-31 04:30:00,189.5200,189.5400,189.5200,189.5400,460
TSLA,2025-03-31 04:30:00,252.8300,252.8300,252.3000,252.5100,2342
TSLA,2025-03-31 04:31:00,252.4500,252.6700,252.2300,252.2300,2909
AAPL,2025-03-31 04:32:00,215.7900,215.7900,215.7900,215.7900,100
TSLA,2025-03-31 04:32:00,252.3700,252.6800,252.2500,252.6800,5473
TSLA,2025-03-31 04:33:00,252.5300,252.7200,252.4000,252.4000,1432
AMZN,2025-03-31 04:34:00,189.5100,189.5100,189.4500,189.4500,575
TSLA,2025-03-31 04:34:00,252.4300,252.7200,252.4100,252.7200,3984
AMZN,2025-03-31 04:35:00,189.5400,189.5400,189.5400,189.5400,100
MSFT,2025-03-31 04:35:00,374.5300,374.5300,374.5300,374.5300,100
TSLA,2025-03-31 04:35:00,252.5100,252.7900,252.5100,252.7500,1600
AMZN,2025-03-31 04:36:00,189.4500,189.4500,189.3800,189.4000,2795
MSFT,2025-03-31 04:36:00,374.2600,374.2600,374.2600,374.2600,100
TSLA,2025-03-31 04:36:00,252.6600,252.6900,252.4000,252.5500,10667
AAPL,2025-03-31 04:37:00,215.8200,215.8200,215.8200,215.8200,100
AMZN,2025-03-31 04:37:00,189.2700,189.3000,189.1900,189.2300,7302
MSFT,2025-03-31 04:37:00,374.1300,374.2600,374.0700,374.1300,1518
TSLA,2025-03-31 04:37:00,252.5900,252.7300,252.5900,252.7300,1656
AAPL,2025-03-31 04:38:00,215.8700,215.8800,215.8700,215.8800,211
AMZN,2025-03-31 04:38:00,189.1700,189.3300,189.1700,189.3300,230
MSFT,2025-03-31 04:38:00,374.0800,374.0800,374.0800,374.0800,100
TSLA,2025-03-31 04:38:00,252.6300,252.6500,252.6000,252.6500,1789
AMZN,2025-03-31 04:39:00,189.4000,189.4500,189.4000,189.4500,1654
MSFT,2025-03-31 04:39:00,373.9500,373.9500,373.9500,373.9500,200
TSLA,2025-03-31 04:39:00,252.7000,253.0000,252.7000,253.0000,5415
AAPL,2025-03-31 04:40:00,215.9000,216.1200,215.9000,216.1200,396
AMZN,2025-03-31 04:40:00,189.4500,189.4500,189.4000,189.4000,3437
MSFT,2025-03-31 04:40:00,373.9200,373.9200,373.7900,373.9200,600
TSLA,2025-03-31 04:40:00,252.9800,253.3000,252.8300,253.3000,3996
MSFT,2025-03-31 04:41:00,373.7300,373.7300,373.7200,373.7200,638
TSLA,2025-03-31 04:41:00,253.3000,253.3000,253.0000,253.1300,2638
MSFT,2025-03-31 04:42:00,373.6500,373.6500,373.6500,373.6500,139
TSLA,2025-03-31 04:42:00,253.0400,253.5100,253.0400,253.4600,4600
AAPL,2025-03-31 04:43:00,215.9000,215.9000,215.0000,215.0000,12307
AMZN,2025-03-31 04:43:00,189.3500,189.3500,189.2800,189.2800,524
TSLA,2025-03-31 04:43:00,253.5400,253.5500,253.0200,253.1200,1710
AMZN,2025-03-31 04:44:00,189.2300,189.2300,189.2200,189.2200,250
TSLA,2025-03-31 04:44:00,253.2200,253.4000,253.2200,253.3300,3101
AAPL,2025-03-31 04:45:00,215.3200,215.4900,215.3200,215.4900,893
AMZN,2025-03-31 04:45:00,189.2700,189.2700,189.2700,189.2700,100
TSLA,2025-03-31 04:45:00,253.3300,253.7700,253.1500,253.3700,5622
AAPL,2025-03-31 04:46:00,215.2800,215.6100,215.2800,215.6100,730
AMZN,2025-03-31 04:46:00,189.2000,189.2000,189.2000,189.2000,128
MSFT,2025-03-31 04:46:00,373.4500,373.4500,373.4500,373.4500,122
TSLA,2025-03-31 04:46:00,253.5000,253.6600,253.2300,253.2300,4079
AAPL,2025-03-31 04:47:00,215.6600,215.6600,215.6300,215.6300,200
AMZN,2025-03-31 04:47:00,189.3700,189.3800,189.3700,189.3800,350
MSFT,2025-03-31 04:47:00,373.5000,373.5000,373.5000,373.5000,110
TSLA,2025-03-31 04:47:00,253.3000,253.6000,253.3000,253.5300,2006
AAPL,2025-03-31 04:48:00,215.6400,215.6400,215.6400,215.6400,400
AMZN,2025-03-31 04:48:00,189.3800,189.4000,189.3400,189.3400,1476
TSLA,2025-03-31 04:48:00,253.6000,253.6000,253.4800,253.6000,1847
AMZN,2025-03-31 04:49:00,189.3900,189.4500,189.3900,189.4500,3178
MSFT,2025-03-31 04:49:00,373.4900,373.5100,373.4900,373.5100,300
TSLA,2025-03-31 04:49:00,253.4800,253.5600,253.1700,253.5300,2645
TSLA,2025-03-31 04:50:00,253.7000,253.8000,253.5200,253.6000,1040
AAPL,2025-03-31 04:51:00,215.6100,215.6100,215.6100,215.6100,100
AMZN,2025-03-31 04:51:00,189.4000,189.4000,189.4000,189.4000,104
TSLA,2025-03-31 04:51:00,253.6000,253.6000,253.6000,253.6000,200
TSLA,2025-03-31 04:52:00,253.7000,253.7600,253.6900,253.7600,920
AMZN,2025-03-31 04:53:00,189.3800,189.3800,189.3100,189.3100,204
TSLA,2025-03-31 04:53:00,253.7000,253.7000,253.0000,253.1800,2159
AMZN,2025-03-31 04:54:00,189.2700,189.2800,189.2700,189.2800,234
TSLA,2025-03-31 04:54:00,253.0800,253.3200,253.0800,253.3000,5843
TSLA,2025-03-31 04:55:00,253.0600,253.1700,253.0000,253.1700,2453
AMZN,2025-03-31 04:56:00,189.2000,189.2000,189.1800,189.1800,400
TSLA,2025-03-31 04:56:00,253.1400,253.2400,252.9300,253.2400,5478
AMZN,2025-03-31 04:57:00,189.1500,189.1500,189.1500,189.1500,100
TSLA,2025-03-31 04:57:00,253.3500,253.4000,253.1600,253.4000,1390
AAPL,2025-03-31 04:58:00,215.7400,215.7500,215.7400,215.7500,280
AMZN,2025-03-31 04:58:00,189.2000,189.2000,189.1400,189.1400,573
AAPL,2025-03-31 04:59:00,215.9300,215.9300,215.9300,215.9300,250
AMZN,2025-03-31 04:59:00,189.1500,189.2000,189.1500,189.2000,530
MSFT,2025-03-31 04:59:00,373.2700,373.4200,373.2700,373.4200,200
TSLA,2025-03-31 04:59:00,253.4300,253.5000,253.1000,253.1000,1664
AAPL,2025-03-31 05:00:00,215.7800,215.7800,215.7500,215.7500,908
AMZN,2025-03-31 05:00:00,189.1000,189.2000,189.1000,189.2000,4875
TSLA,2025-03-31 05:00:00,252.9700,252.9800,252.7900,252.9500,1550
AAPL,2025-03-31 05:01:00,215.6300,215.6600,215.5600,215.6600,948
AMZN,2025-03-31 05:01:00,189.1000,189.1200,188.7500,188.7600,5569
TSLA,2025-03-31 05:01:00,252.7100,252.8000,252.5000,252.6100,2650
AAPL,2025-03-31 05:02:00,215.6500,215.6500,215.6500,215.6500,100
AMZN,2025-03-31 05:02:00,188.7900,188.8400,188.7900,188.8400,200
TSLA,2025-03-31 05:02:00,252.4700,252.7700,252.2800,252.5900,6827
AMZN,2025-03-31 05:03:00,188.8500,188.8500,188.7500,188.7500,1424
MSFT,2025-03-31 05:03:00,372.5300,372.5300,372.3700,372.4300,605
TSLA,2025-03-31 05:03:00,252.4800,252.5600,252.3900,252.3900,1590
AMZN,2025-03-31 05:04:00,188.7000,188.7000,188.6900,188.7000,2230
MSFT,2025-03-31 05:04:00,372.4300,372.4300,372.4300,372.4300,100
TSLA,2025-03-31 05:04:00,252.3600,252.4000,252.3000,252.4000,2307
AMZN,2025-03-31 05:05:00,188.8300,188.8400,188.8300,188.8400,309
TSLA,2025-03-31 05:05:00,252.3000,252.5000,252.2200,252.5000,3598
AAPL,2025-03-31 05:06:00,215.8300,215.8300,215.8300,215.8300,189
AMZN,2025-03-31 05:06:00,188.8900,188.9200,188.8900,188.9000,1151
MSFT,2025-03-31 05:06:00,372.7500,372.7500,372.4700,372.4700,756
TSLA,2025-03-31 05:06:00,252.5000,252.6600,252.3200,252.3200,1817
AAPL,2025-03-31 05:07:00,215.8200,215.8500,215.8200,215.8500,374
AMZN,2025-03-31 05:07:00,188.7100,188.7100,188.6500,188.6500,3093
TSLA,2025-03-31 05:07:00,252.3100,252.3100,251.8400,251.8600,10183
AAPL,2025-03-31 05:08:00,215.6000,215.6000,215.6000,215.6000,100
AMZN,2025-03-31 05:08:00,188.6500,188.7700,188.6500,188.7700,1517
TSLA,2025-03-31 05:08:00,251.8700,252.0700,251.8700,251.9000,6277
AAPL,2025-03-31 05:09:00,215.5500,215.5500,215.3800,215.3800,1302
AMZN,2025-03-31 05:09:00,188.6600,189.0000,188.6600,188.9900,1940
TSLA,2025-03-31 05:09:00,251.8100,252.0900,251.7500,251.9200,8726
MSFT,2025-03-31 05:10:00,372.5000,372.5000,372.5000,372.5000,100
TSLA,2025-03-31 05:10:00,251.9700,252.3100,251.8000,252.3100,7411
AAPL,2025-03-31 05:11:00,215.5600,215.5600,215.5600,215.5600,143
AMZN,2025-03-31 05:11:00,188.8400,188.8400,188.8400,188.8400,100
MSFT,2025-03-31 05:11:00,372.3800,372.3800,372.3800,372.3800,100
TSLA,2025-03-31 05:11:00,252.2100,252.3600,252.0000,252.0600,3554
AAPL,2025-03-31 05:12:00,215.4700,215.4700,215.4700,215.4700,200
AMZN,2025-03-31 05:12:00,188.8000,188.8000,188.6600,188.6600,1149
TSLA,2025-03-31 05:12:00,252.1000,252.1000,251.7000,251.8000,2479
TSLA,2025-03-31 05:13:00,251.7600,252.0000,251.6900,251.9200,3960
AAPL,2025-03-31 05:14:00,215.4800,215.4800,215.4800,215.4800,250
TSLA,2025-03-31 05:14:00,251.8600,251.8600,251.6000,251.6100,16744
AMZN,2025-03-31 05:15:00,188.6200,188.8700,188.6100,188.8700,1050
TSLA,2025-03-31 05:15:00,251.7300,252.3500,251.7300,252.3500,7711
AAPL,2025-03-31 05:16:00,215.8000,215.8000,215.7000,215.7000,600
AMZN,2025-03-31 05:16:00,188.9400,189.0100,188.9200,188.9200,500
TSLA,2025-03-31 05:16:00,252.3500,252.6100,252.2000,252.3000,3284
AAPL,2025-03-31 05:17:00,215.8000,215.8300,215.8000,215.8300,399
AMZN,2025-03-31 05:17:00,189.0000,189.0000,188.9400,189.0000,1991
MSFT,2025-03-31 05:17:00,373.0500,373.0500,373.0500,373.0500,100
TSLA,2025-03-31 05:17:00,252.1900,252.5000,252.1800,252.5000,1970
AAPL,2025-03-31 05:18:00,215.9400,215.9400,215.9400,215.9400,100
TSLA,2025-03-31 05:18:00,252.4800,252.6500,252.4800,252.6100,1300
AAPL,2025-03-31 05:19:00,215.6500,215.6500,215.6400,215.6500,1017
AMZN,2025-03-31 05:19:00,188.9500,188.9500,188.9500,188.9500,230
TSLA,2025-03-31 05:19:00,252.6000,252.6000,252.3200,252.3200,400
AMZN,2025-03-31 05:20:00,188.9900,189.0000,188.9100,188.9100,6297
TSLA,2025-03-31 05:20:00,252.3000,252.3200,252.3000,252.3100,729
AMZN,2025-03-31 05:21:00,188.9400,188.9400,188.8200,188.8300,1700
TSLA,2025-03-31 05:21:00,252.5600,252.6700,252.5500,252.5500,551
AMZN,2025-03-31 05:22:00,188.8700,188.8700,188.8700,188.8700,146
TSLA,2025-03-31 05:22:00,252.3700,252.5100,252.1300,252.1300,1841
AAPL,2025-03-31 05:23:00,215.6100,215.6100,215.6100,215.6100,100
TSLA,2025-03-31 05:23:00,252.1000,252.1900,252.0100,252.1000,1319
AAPL,2025-03-31 05:24:00,215.9300,215.9400,215.9300,215.9400,242
TSLA,2025-03-31 05:24:00,252.3600,252.4200,252.2700,252.3300,1095
AAPL,2025-03-31 05:25:00,215.9400,215.9500,215.9400,215.9500,215
AMZN,2025-03-31 05:25:00,188.9900,189.0500,188.8500,189.0100,3059
MSFT,2025-03-31 05:25:00,373.0000,373.2400,373.0000,373.0200,675
TSLA,2025-03-31 05:25:00,252.2800,252.5300,252.2800,252.4800,1820
AAPL,2025-03-31 05:26:00,215.9500,215.9500,215.9500,215.9500,100
AMZN,2025-03-31 05:26:00,189.0000,189.0000,189.0000,189.0000,814
TSLA,2025-03-31 05:26:00,252.3900,252.4000,252.1700,252.3000,571
AMZN,2025-03-31 05:27:00,189.1000,189.1000,189.1000,189.1000,2349
MSFT,2025-03-31 05:27:00,373.0300,373.0300,373.0000,373.0000,535
TSLA,2025-03-31 05:27:00,252.3200,252.5300,252.3200,252.5300,1495
AAPL,2025-03-31 05:28:00,216.0000,216.0000,216.0000,216.0000,200
AMZN,2025-03-31 05:28:00,189.3000,189.3000,189.3000,189.3000,172
MSFT,2025-03-31 05:28:00,373.2400,373.2400,373.0000,373.0000,490
TSLA,2025-03-31 05:28:00,252.5000,252.9100,252.5000,252.8700,3265
AAPL,2025-03-31 05:29:00,216.2200,216.2200,216.2200,216.2200,167
MSFT,2025-03-31 05:29:00,373.3500,373.3500,373.0000,373.1900,1577
TSLA,2025-03-31 05:29:00,252.9000,253.1000,252.6500,252.7300,4887
AMZN,2025-03-31 05:30:00,189.1500,189.1500,189.1500,189.1500,115
MSFT,2025-03-31 05:30:00,373.0000,373.0000,373.0000,373.0000,656
TSLA,2025-03-31 05:30:00,252.8500,253.0000,252.7800,252.9000,4313
AAPL,2025-03-31 05:31:00,216.2000,216.2000,216.2000,216.2000,130
AMZN,2025-03-31 05:31:00,189.2700,189.2700,189.2700,189.2700,100
MSFT,2025-03-31 05:31:00,373.2700,373.2700,373.2700,373.2700,150
TSLA,2025-03-31 05:31:00,252.8200,252.8200,252.6400,252.7600,1330
AMZN,2025-03-31 05:32:00,189.3100,189.3100,189.3100,189.3100,823
TSLA,2025-03-31 05:32:00,252.7600,253.0600,252.7600,253.0000,1204
AAPL,2025-03-31 05:33:00,216.3200,216.3200,216.3100,216.3100,633
TSLA,2025-03-31 05:33:00,252.8300,253.0000,252.8300,253.0000,360
AAPL,2025-03-31 05:34:00,216.3200,216.3200,216.3100,216.3100,449
TSLA,2025-03-31 05:34:00,252.9300,252.9300,252.8200,252.8200,1463
AAPL,2025-03-31 05:35:00,216.0700,216.0700,216.0100,216.0100,1012
AMZN,2025-03-31 05:35:00,189.1900,189.1900,189.1900,189.1900,200
TSLA,2025-03-31 05:35:00,252.8200,252.8200,252.5700,252.5700,1343
AMZN,2025-03-31 05:36:00,189.1000,189.3700,189.1000,189.3700,1846
TSLA,2025-03-31 05:36:00,252.7300,252.7900,252.7300,252.7900,444
TSLA,2025-03-31 05:37:00,252.4000,252.4200,252.2700,252.2700,1270
AMZN,2025-03-31 05:38:00,189.2800,189.2800,189.2800,189.2800,1200
TSLA,2025-03-31 05:38:00,252.3400,252.4100,252.2700,252.2700,1584
AMZN,2025-03-31 05:39:00,189.3000,189.3100,189.3000,189.3100,500
TSLA,2025-03-31 05:39:00,252.1400,252.1400,251.9000,251.9400,2526
AMZN,2025-03-31 05:40:00,189.3000,189.3100,189.2600,189.3100,498
TSLA,2025-03-31 05:40:00,252.0400,252.2400,252.0400,252.1400,639
AAPL,2025-03-31 05:41:00,215.9500,215.9500,215.9400,215.9400,550
AMZN,2025-03-31 05:41:00,189.3800,189.3800,189.3800,189.3800,100
TSLA,2025-03-31 05:41:00,252.0500,252.2400,251.9500,252.2100,2684
AMZN,2025-03-31 05:42:00,189.2600,189.2600,189.2100,189.2100,1279
TSLA,2025-03-31 05:42:00,252.2000,252.2000,252.0700,252.1000,1420
AAPL,2025-03-31 05:43:00,215.8200,215.8200,215.8200,215.8200,100
AMZN,2025-03-31 05:43:00,189.2000,189.2400,189.2000,189.2400,1369
TSLA,2025-03-31 05:43:00,252.0200,252.0200,251.8900,251.9000,3481
TSLA,2025-03-31 05:44:00,251.9100,251.9100,251.7200,251.7700,2250
AMZN,2025-03-31 05:45:00,189.1800,189.1800,189.1800,189.1800,200
TSLA,2025-03-31 05:45:00,251.7200,251.8800,251.7200,251.7800,2161
AMZN,2025-03-31 05:46:00,189.1900,189.1900,189.1900,189.1900,100
TSLA,2025-03-31 05:46:00,251.7500,252.0600,251.7300,252.0600,5278
TSLA,2025-03-31 05:47:00,251.9700,252.3300,251.9700,252.2700,2404
MSFT,2025-03-31 05:48:00,372.6000,372.6000,372.6000,372.6000,199
TSLA,2025-03-31 05:48:00,252.3200,252.4500,252.3200,252.4500,2427
AAPL,2025-03-31 05:49:00,215.9600,216.1000,215.9600,216.1000,1085
AMZN,2025-03-31 05:49:00,189.3100,189.3400,189.3100,189.3400,456
MSFT,2025-03-31 05:49:00,372.6000,372.6000,372.6000,372.6000,100
TSLA,2025-03-31 05:49:00,252.5000,252.9500,252.5000,252.9500,5182
AAPL,2025-03-31 05:50:00,216.1200,216.1600,216.1200,216.1600,704
AMZN,2025-03-31 05:50:00,189.3700,189.3700,189.3700,189.3700,250
TSLA,2025-03-31 05:50:00,252.8400,252.8400,252.7800,252.7900,594
AAPL,2025-03-31 05:51:00,216.1200,216.1200,216.0100,216.0100,251
AMZN,2025-03-31 05:51:00,189.3500,189.3500,189.3500,189.3500,130
TSLA,2025-03-31 05:51:00,252.8000,252.9000,252.6800,252.9000,2405
AAPL,2025-03-31 05:52:00,216.0000,216.0200,216.0000,216.0000,445
AMZN,2025-03-31 05:52:00,189.4000,189.4000,189.3900,189.3900,619
MSFT,2025-03-31 05:52:00,372.7300,372.7300,372.7200,372.7200,311
TSLA,2025-03-31 05:52:00,252.9000,253.0000,252.8500,252.9800,3325
AMZN,2025-03-31 05:53:00,189.2900,189.3000,189.2900,189.3000,767
MSFT,2025-03-31 05:53:00,372.4800,372.5000,372.4800,372.5000,560
TSLA,2025-03-31 05:53:00,252.9300,252.9500,252.6800,252.6800,3157
TSLA,2025-03-31 05:54:00,252.6300,252.6300,252.2100,252.2100,6974
AMZN,2025-03-31 05:55:00,189.2300,189.2300,189.2300,189.2300,100
TSLA,2025-03-31 05:55:00,252.3000,252.3400,252.1200,252.1900,2043
AMZN,2025-03-31 05:56:00,189.2400,189.2400,189.2400,189.2400,100
AAPL,2025-03-31 05:57:00,216.0100,216.0100,216.0000,216.0100,1020
AMZN,2025-03-31 05:57:00,189.2300,189.2300,189.2300,189.2300,250
MSFT,2025-03-31 05:57:00,372.5200,372.5200,372.5200,372.5200,232
TSLA,2025-03-31 05:57:00,252.2000,252.2000,252.0000,252.0400,9568
AAPL,2025-03-31 05:58:00,216.0500,216.0500,216.0500,216.0500,571
AMZN,2025-03-31 05:58:00,189.2400,189.3000,189.2400,189.3000,433
TSLA,2025-03-31 05:58:00,252.1000,252.2800,252.0700,252.2800,1549
AAPL,2025-03-31 05:59:00,216.0400,216.0400,216.0000,216.0000,1100
AMZN,2025-03-31 05:59:00,189.3000,189.3000,189.1700,189.2900,1713
MSFT,2025-03-31 05:59:00,372.5200,372.5200,372.5200,372.5200,364
TSLA,2025-03-31 05:59:00,252.3100,252.4100,252.2000,252.3900,1923
AAPL,2025-03-31 06:00:00,216.0700,216.0700,216.0700,216.0700,110
AMZN,2025-03-31 06:00:00,189.3000,189.3500,189.1500,189.1500,2909
MSFT,2025-03-31 06:00:00,372.5200,372.5200,372.5200,372.5200,100
TSLA,2025-03-31 06:00:00,252.4000,252.6100,252.3500,252.6000,1280
TSLA,2025-03-31 06:01:00,252.3000,252.4800,252.3000,252.4800,821
AMZN,2025-03-31 06:02:00,189.3300,189.3500,189.2900,189.2900,1017
TSLA,2025-03-31 06:02:00,252.5400,252.8400,252.5400,252.8400,1362
AAPL,2025-03-31 06:03:00,216.2200,216.2200,216.2200,216.2200,202
AMZN,2025-03-31 06:03:00,189.3000,189.3000,189.2400,189.2400,894
MSFT,2025-03-31 06:03:00,372.7500,372.7500,372.7500,372.7500,260
TSLA,2025-03-31 06:03:00,252.6600,252.7200,252.6600,252.7200,397
AAPL,2025-03-31 06:04:00,216.1200,216.1200,216.0600,216.0600,268
AMZN,2025-03-31 06:04:00,189.2000,189.2400,189.2000,189.2400,7653
TSLA,2025-03-31 06:04:00,252.5000,252.5000,252.3000,252.4000,1123
AMZN,2025-03-31 06:05:00,189.2400,189.2800,189.2400,189.2800,515
MSFT,2025-03-31 06:05:00,372.6500,372.6500,372.6500,372.6500,122
TSLA,2025-03-31 06:05:00,252.5500,252.5500,252.3800,252.3800,460
TSLA,2025-03-31 06:06:00,252.4100,252.4100,252.1500,252.2300,738
AMZN,2025-03-31 06:07:00,189.3400,189.3400,189.3400,189.3400,124
MSFT,2025-03-31 06:07:00,372.4600,372.4600,372.4500,372.4500,300
TSLA,2025-03-31 06:07:00,252.1600,252.3600,252.1300,252.2200,1695
AAPL,2025-03-31 06:08:00,216.0500,216.0500,216.0500,216.0500,300
AMZN,2025-03-31 06:08:00,189.2400,189.3500,189.2000,189.3500,2858
MSFT,2025-03-31 06:08:00,372.4000,372.4000,372.4000,372.4000,3222
TSLA,2025-03-31 06:08:00,252.3000,252.3000,252.1600,252.1800,771
AAPL,2025-03-31 06:09:00,216.1300,216.2200,216.0500,216.0500,1750
AMZN,2025-03-31 06:09:00,189.3400,189.3400,189.3400,189.3400,450
